"V1";"V2";"V3";"V4";"V5";"V6"
0319001000000005001;2012-02-20;14:30:00  ;4859;  40.92;   0.00;  40.68
0319001000000005001;2012-02-20;14:45:00  ;4860;  40.68;   0.00;  39.48
0319001000000005001;2012-02-20;15:00:00  ;4861;  34.68;   0.00;  33.96
0319001000000005001;2012-02-20;15:15:00  ;4862;  41.88;   0.00;  41.40
0319001000000005001;2012-02-20;15:30:00  ;4863;  41.76;   0.00;  42.12
0319001000000005001;2012-02-20;15:45:00  ;4864;  40.20;   0.00;  38.76
0319001000000005001;2012-02-20;16:00:00  ;4865;  40.92;   0.00;  40.68
0319001000000005001;2012-02-20;16:15:00  ;4866;  46.68;   0.00;  45.96
0319001000000005001;2012-02-20;16:30:00  ;4867;  45.36;   0.00;  45.12
0319001000000005001;2012-02-20;16:45:00  ;4868;  41.52;   0.00;  40.44
0319001000000005001;2012-02-20;17:00:00  ;4869;  36.36;   0.00;  35.88
0319001000000005001;2012-02-20;17:15:00  ;4870;  36.48;   0.00;  35.40
0319001000000005001;2012-02-20;17:30:00  ;4871;  36.24;   0.00;  35.64
0319001000000005001;2012-02-20;17:45:00  ;4872;  40.32;   0.00;  39.24
0319001000000005001;2012-02-20;18:00:00  ;4873;  40.08;   0.00;  39.60
0319001000000005001;2012-02-20;18:15:00  ;4874;  39.96;   0.00;  40.32
0319001000000005001;2012-02-20;18:30:00  ;4875;  46.44;   0.00;  45.96
0319001000000005001;2012-02-20;18:45:00  ;4876;  40.32;   0.00;  39.12
0319001000000005001;2012-02-20;19:00:00  ;4877;  36.12;   0.00;  36.12
0319001000000005001;2012-02-20;19:15:00  ;4878;  34.92;   0.00;  35.16
0319001000000005001;2012-02-20;19:30:00  ;4879;  32.28;   0.00;  31.68
0319001000000005001;2012-02-20;19:45:00  ;4880;  29.40;   0.00;  30.00
0319001000000005001;2012-02-20;20:00:00  ;4881;  32.76;   0.00;  32.16
0319001000000005001;2012-02-20;20:15:00  ;4882;  34.68;   0.00;  33.48
0319001000000005001;2012-02-20;20:30:00  ;4883;  41.40;   0.00;  40.56
0319001000000005001;2012-02-20;20:45:00  ;4884;  38.04;   0.00;  37.08
0319001000000005001;2012-02-20;21:00:00  ;4885;  41.16;   0.00;  41.52
0319001000000005001;2012-02-20;21:15:00  ;4886;  38.28;   0.00;  38.16
0319001000000005001;2012-02-20;21:30:00  ;4887;  38.04;   0.00;  37.20
0319001000000005001;2012-02-20;21:45:00  ;4888;  41.40;   0.00;  40.80
0319001000000005001;2012-02-20;22:00:00  ;4889;  41.16;   0.00;  40.44
0319001000000005001;2012-02-20;22:15:00  ;4890;  38.28;   0.00;  38.64
0319001000000005001;2012-02-20;22:30:00  ;4891;  45.00;   0.00;  45.12
0319001000000005001;2012-02-20;22:45:00  ;4892;  41.28;   0.00;  41.28
0319001000000005001;2012-02-20;23:00:00  ;4893;  31.20;   0.00;  30.36
0319001000000005001;2012-02-20;23:15:00  ;4894;  41.28;   0.00;  41.40
0319001000000005001;2012-02-20;23:30:00  ;4895;  32.76;   0.00;  32.28
0319001000000005001;2012-02-20;23:45:00  ;4896;  40.20;   0.00;  41.16
0319001000000005001;2012-02-21;00:00:00  ;4897;  37.68;   0.00;  38.16
0319001000000005001;2012-02-21;00:15:00  ;4898;  40.44;   0.00;  41.16
0319001000000005001;2012-02-21;00:30:00  ;4899;  41.76;   0.00;  40.80
0319001000000005001;2012-02-21;00:45:00  ;4900;  44.40;   0.00;  44.04
0319001000000005001;2012-02-21;01:00:00  ;4901;  38.64;   0.00;  37.92
0319001000000005001;2012-02-21;01:15:00  ;4902;  38.64;   0.00;  39.00
0319001000000005001;2012-02-21;01:30:00  ;4903;  35.28;   0.00;  34.80
0319001000000005001;2012-02-21;01:45:00  ;4904;  36.96;   0.00;  35.16
0319001000000005001;2012-02-21;02:00:00  ;4905;  39.12;   0.00;  38.28
0319001000000005001;2012-02-21;02:15:00  ;4906;  38.40;   0.00;  37.44
0319001000000005001;2012-02-21;02:30:00  ;4907;  35.88;   0.00;  35.40
0319001000000005001;2012-02-21;02:45:00  ;4908;  32.52;   0.00;  32.52
0319001000000005001;2012-02-21;03:00:00  ;4909;  33.60;   0.00;  32.76
0319001000000005001;2012-02-21;03:15:00  ;4910;  40.68;   0.00;  39.72
0319001000000005001;2012-02-21;03:30:00  ;4911;  38.40;   0.00;  38.16
0319001000000005001;2012-02-21;03:45:00  ;4912;  37.92;   0.00;  38.04
0319001000000005001;2012-02-21;04:00:00  ;4913;  40.20;   0.00;  39.72
0319001000000005001;2012-02-21;04:15:00  ;4914;  39.48;   0.00;  38.52
0319001000000005001;2012-02-21;04:30:00  ;4915;  41.16;   0.00;  40.56
0319001000000005001;2012-02-21;04:45:00  ;4916;  36.72;   0.00;  36.72
0319001000000005001;2012-02-21;05:00:00  ;4917;  34.92;   0.00;  34.32
0319001000000005001;2012-02-21;05:15:00  ;4918;  41.76;   0.00;  41.52
0319001000000005001;2012-02-21;05:30:00  ;4919;  40.56;   0.00;  39.84
0319001000000005001;2012-02-21;05:45:00  ;4920;  42.48;   0.00;  41.28
0319001000000005001;2012-02-21;06:00:00  ;4921;  44.24;   0.00;  43.28
0319001000000005001;2012-02-21;06:15:00  ;4922;  48.28;   0.00;  46.76
0319001000000005001;2012-02-21;06:30:00  ;4923;  40.92;   0.00;  39.72
0319001000000005001;2012-02-21;06:45:00  ;4924;  45.80;   0.00;  45.04
0319001000000005001;2012-02-21;07:00:00  ;4925;  39.48;   0.00;  39.12
0319001000000005001;2012-02-21;07:15:00  ;4926;  36.36;   0.00;  35.76
0319001000000005001;2012-02-21;07:30:00  ;4927;  34.56;   0.00;  35.04
0319001000000005001;2012-02-21;07:45:00  ;4928;  36.12;   0.00;  35.40
0319001000000005001;2012-02-21;08:00:00  ;4929;  35.64;   0.00;  35.88
0319001000000005001;2012-02-21;08:15:00  ;4930;  37.92;   0.00;  37.68
0319001000000005001;2012-02-21;08:30:00  ;4931;  43.80;   0.00;  43.32
0319001000000005001;2012-02-21;08:45:00  ;4932;  43.92;   0.00;  43.32
0319001000000005001;2012-02-21;09:00:00  ;4933;  34.20;   0.00;  33.24
0319001000000005001;2012-02-21;09:15:00  ;4934;  36.24;   0.00;  35.52
0319001000000005001;2012-02-21;09:30:00  ;4935;  41.04;   0.00;  40.56
0319001000000005001;2012-02-21;09:45:00  ;4936;  39.00;   0.00;  38.04
0319001000000005001;2012-02-21;10:00:00  ;4937;  44.64;   0.00;  42.48
0319001000000005001;2012-02-21;10:15:00  ;4938;  43.20;   0.00;  42.60
0319001000000005001;2012-02-21;10:30:00  ;4939;  42.00;   0.00;  40.44
0319001000000005001;2012-02-21;10:45:00  ;4940;  41.40;   0.00;  40.68
0319001000000005001;2012-02-21;11:00:00  ;4941;  40.56;   0.00;  40.20
0319001000000005001;2012-02-21;11:15:00  ;4942;  40.80;   0.00;  41.40
0319001000000005001;2012-02-21;11:30:00  ;4943;  35.52;   0.00;  35.52
0319001000000005001;2012-02-21;11:45:00  ;4944;  36.24;   0.00;  35.76
0319001000000005001;2012-02-21;12:00:00  ;4945;  29.52;   0.00;  29.64
0319001000000005001;2012-02-21;12:15:00  ;4946;  35.64;   0.00;  35.88
0319001000000005001;2012-02-21;12:30:00  ;4947;  41.32;   0.00;  39.84
0319001000000005001;2012-02-21;12:45:00  ;4948;  37.92;   0.00;  35.52
0319001000000005001;2012-02-21;13:00:00  ;4949;  36.96;   0.00;  36.12
0319001000000005001;2012-02-21;13:15:00  ;4950;  42.12;   0.00;  41.64
0319001000000005001;2012-02-21;13:30:00  ;4951;  45.84;   0.00;  45.96
0319001000000005001;2012-02-21;13:45:00  ;4952;  38.40;   0.00;  38.16
0319001000000005001;2012-02-21;14:00:00  ;4953;  40.40;   0.00;  38.76
0319001000000005001;2012-02-21;14:15:00  ;4954;  41.04;   0.00;  40.56
0319001000000005001;2012-02-21;14:30:00  ;4955;  38.16;   0.00;  37.92
0319001000000005001;2012-02-21;14:45:00  ;4956;  36.24;   0.00;  35.88
0319001000000005001;2012-02-21;15:00:00  ;4957;  40.08;   0.00;  38.76
0319001000000005001;2012-02-21;15:15:00  ;4958;  41.52;   0.00;  40.32
0319001000000005001;2012-02-21;15:30:00  ;4959;  38.40;   0.00;  38.16
0319001000000005001;2012-02-21;15:45:00  ;4960;  37.20;   0.00;  35.16
0319001000000005001;2012-02-21;16:00:00  ;4961;  40.80;   0.00;  40.32
0319001000000005001;2012-02-21;16:15:00  ;4962;  36.84;   0.00;  35.76
0319001000000005001;2012-02-21;16:30:00  ;4963;  39.36;   0.00;  38.52
0319001000000005001;2012-02-21;16:45:00  ;4964;  42.60;   0.00;  40.44
0319001000000005001;2012-02-21;17:00:00  ;4965;  35.76;   0.00;  36.72
0319001000000005001;2012-02-21;17:15:00  ;4966;  42.48;   0.00;  41.40
0319001000000005001;2012-02-21;17:30:00  ;4967;  38.16;   0.00;  38.76
0319001000000005001;2012-02-21;17:45:00  ;4968;  39.96;   0.00;  40.32
0319001000000005001;2012-02-21;18:00:00  ;4969;  38.64;   0.00;  38.88
0319001000000005001;2012-02-21;18:15:00  ;4970;  45.24;   0.00;  45.00
0319001000000005001;2012-02-21;18:30:00  ;4971;  36.12;   0.00;  35.76
0319001000000005001;2012-02-21;18:45:00  ;4972;  31.68;   0.00;  31.56
0319001000000005001;2012-02-21;19:00:00  ;4973;  38.88;   0.00;  38.64
0319001000000005001;2012-02-21;19:15:00  ;4974;  33.12;   0.00;  32.76
0319001000000005001;2012-02-21;19:30:00  ;4975;  37.08;   0.00;  36.60
0319001000000005001;2012-02-21;19:45:00  ;4976;  38.64;   0.00;  38.52
0319001000000005001;2012-02-21;20:00:00  ;4977;  28.80;   0.00;  29.04
0319001000000005001;2012-02-21;20:15:00  ;4978;  36.00;   0.00;  35.40
0319001000000005001;2012-02-21;20:30:00  ;4979;  36.00;   0.00;  34.80
0319001000000005001;2012-02-21;20:45:00  ;4980;  40.92;   0.00;  40.68
0319001000000005001;2012-02-21;21:00:00  ;4981;  37.20;   0.00;  37.20
0319001000000005001;2012-02-21;21:15:00  ;4982;  40.92;   0.00;  41.16
0319001000000005001;2012-02-21;21:30:00  ;4983;  36.48;   0.00;  35.40
0319001000000005001;2012-02-21;21:45:00  ;4984;  40.80;   0.00;  40.08
0319001000000005001;2012-02-21;22:00:00  ;4985;  37.32;   0.00;  37.08
0319001000000005001;2012-02-21;22:15:00  ;4986;  39.36;   0.00;  39.00
0319001000000005001;2012-02-21;22:30:00  ;4987;  36.84;   0.00;  36.72
0319001000000005001;2012-02-21;22:45:00  ;4988;  36.12;   0.00;  35.88
0319001000000005001;2012-02-21;23:00:00  ;4989;  38.40;   0.00;  38.28
0319001000000005001;2012-02-21;23:15:00  ;4990;  36.72;   0.00;  35.64
0319001000000005001;2012-02-21;23:30:00  ;4991;  35.52;   0.00;  35.28
0319001000000005001;2012-02-21;23:45:00  ;4992;  34.44;   0.00;  34.20
0319001000000005001;2012-02-22;00:00:00  ;4993;  34.92;   0.00;  34.08
0319001000000005001;2012-02-22;00:15:00  ;4994;  36.12;   0.00;  37.44
0319001000000005001;2012-02-22;00:30:00  ;4995;  41.40;   0.00;  40.68
0319001000000005001;2012-02-22;00:45:00  ;4996;  39.36;   0.00;  38.76
0319001000000005001;2012-02-22;01:00:00  ;4997;  39.84;   0.00;  38.64
0319001000000005001;2012-02-22;01:15:00  ;4998;  38.64;   0.00;  38.28
0319001000000005001;2012-02-22;01:30:00  ;4999;  38.04;   0.00;  38.04
0319001000000005001;2012-02-22;01:45:00  ;5000;  37.68;   0.00;  36.84
0319001000000005001;2012-02-22;02:00:00  ;5001;  39.00;   0.00;  38.16
0319001000000005001;2012-02-22;02:15:00  ;5002;  34.92;   0.00;  34.68
0319001000000005001;2012-02-22;02:30:00  ;5003;  28.92;   0.00;  29.88
0319001000000005001;2012-02-22;02:45:00  ;5004;  37.80;   0.00;  37.32
0319001000000005001;2012-02-22;03:00:00  ;5005;  38.16;   0.00;  37.68
0319001000000005001;2012-02-22;03:15:00  ;5006;  38.64;   0.00;  39.24
0319001000000005001;2012-02-22;03:30:00  ;5007;  34.92;   0.00;  34.80
0319001000000005001;2012-02-22;03:45:00  ;5008;  29.64;   0.00;  28.44
0319001000000005001;2012-02-22;04:00:00  ;5009;  37.56;   0.00;  36.84
0319001000000005001;2012-02-22;04:15:00  ;5010;  37.32;   0.00;  36.36
0319001000000005001;2012-02-22;04:30:00  ;5011;  36.84;   0.00;  36.00
0319001000000005001;2012-02-22;04:45:00  ;5012;  36.72;   0.00;  36.36
0319001000000005001;2012-02-22;05:00:00  ;5013;  35.88;   0.00;  35.88
0319001000000005001;2012-02-22;05:15:00  ;5014;  38.76;   0.00;  38.52
0319001000000005001;2012-02-22;05:30:00  ;5015;  39.48;   0.00;  39.36
0319001000000005001;2012-02-22;05:45:00  ;5016;  40.20;   0.00;  39.84
0319001000000005001;2012-02-22;06:00:00  ;5017;  41.88;   0.00;  40.68
0319001000000005001;2012-02-22;06:15:00  ;5018;  41.28;   0.00;  40.92
0319001000000005001;2012-02-22;06:30:00  ;5019;  41.40;   0.00;  41.04
0319001000000005001;2012-02-22;06:45:00  ;5020;  41.76;   0.00;  41.64
0319001000000005001;2012-02-22;07:00:00  ;5021;  34.44;   0.00;  33.96
0319001000000005001;2012-02-22;07:15:00  ;5022;  39.36;   0.00;  38.28
0319001000000005001;2012-02-22;07:30:00  ;5023;  39.48;   0.00;  38.64
0319001000000005001;2012-02-22;07:45:00  ;5024;  30.24;   0.00;  28.92
0319001000000005001;2012-02-22;08:00:00  ;5025;  37.92;   0.00;  36.60
0319001000000005001;2012-02-22;08:15:00  ;5026;  42.72;   0.00;  41.40
0319001000000005001;2012-02-22;08:30:00  ;5027;  36.60;   0.00;  36.48
0319001000000005001;2012-02-22;08:45:00  ;5028;  37.56;   0.00;  36.36
0319001000000005001;2012-02-22;09:00:00  ;5029;  41.52;   0.00;  41.28
0319001000000005001;2012-02-22;09:15:00  ;5030;  36.12;   0.00;  36.24
0319001000000005001;2012-02-22;09:30:00  ;5031;  38.16;   0.00;  37.68
0319001000000005001;2012-02-22;09:45:00  ;5032;  43.08;   0.00;  42.96
0319001000000005001;2012-02-22;10:00:00  ;5033;  39.36;   0.00;  37.56
0319001000000005001;2012-02-22;10:15:00  ;5034;  41.28;   0.00;  40.92
0319001000000005001;2012-02-22;10:30:00  ;5035;  39.12;   0.00;  38.16
0319001000000005001;2012-02-22;10:45:00  ;5036;  45.96;   0.00;  46.20
0319001000000005001;2012-02-22;11:00:00  ;5037;  46.68;   0.00;  49.08
0319001000000005001;2012-02-22;11:15:00  ;5038;  43.92;   0.00;  42.60
0319001000000005001;2012-02-22;11:30:00  ;5039;  39.84;   0.00;  39.60
0319001000000005001;2012-02-22;11:45:00  ;5040;  39.84;   0.00;  40.20
0319001000000005001;2012-02-22;12:00:00  ;5041;  37.08;   0.00;  36.48
0319001000000005001;2012-02-22;12:15:00  ;5042;  39.84;   0.00;  38.64
0319001000000005001;2012-02-22;12:30:00  ;5043;  44.04;   0.00;  44.76
0319001000000005001;2012-02-22;12:45:00  ;5044;  39.24;   0.00;  38.64
0319001000000005001;2012-02-22;13:00:00  ;5045;  41.16;   0.00;  41.52
0319001000000005001;2012-02-22;13:15:00  ;5046;  39.36;   0.00;  38.64
0319001000000005001;2012-02-22;13:30:00  ;5047;  37.44;   0.00;  36.12
0319001000000005001;2012-02-22;13:45:00  ;5048;  39.00;   0.00;  38.88
0319001000000005001;2012-02-22;14:00:00  ;5049;  43.92;   0.00;  44.04
0319001000000005001;2012-02-22;14:15:00  ;5050;  42.48;   0.00;  42.48
0319001000000005001;2012-02-22;14:30:00  ;5051;  39.60;   0.00;  38.64
0319001000000005001;2012-02-22;14:45:00  ;5052;  40.56;   0.00;  40.92
0319001000000005001;2012-02-22;15:00:00  ;5053;  40.08;   0.00;  39.72
0319001000000005001;2012-02-22;15:15:00  ;5054;  44.16;   0.00;  43.68
0319001000000005001;2012-02-22;15:30:00  ;5055;  38.52;   0.00;  36.96
0319001000000005001;2012-02-22;15:45:00  ;5056;  40.32;   0.00;  39.48
0319001000000005001;2012-02-22;16:00:00  ;5057;  44.52;   0.00;  43.80
0319001000000005001;2012-02-22;16:15:00  ;5058;  40.56;   0.00;  39.12
0319001000000005001;2012-02-22;16:30:00  ;5059;  34.32;   0.00;  33.72
0319001000000005001;2012-02-22;16:45:00  ;5060;  43.92;   0.00;  43.20
0319001000000005001;2012-02-22;17:00:00  ;5061;  44.40;   0.00;  43.56
0319001000000005001;2012-02-22;17:15:00  ;5062;  42.24;   0.00;  41.88
0319001000000005001;2012-02-22;17:30:00  ;5063;  45.60;   0.00;  44.52
0319001000000005001;2012-02-22;17:45:00  ;5064;  39.84;   0.00;  39.60
0319001000000005001;2012-02-22;18:00:00  ;5065;  46.68;   0.00;  46.92
0319001000000005001;2012-02-22;18:15:00  ;5066;  42.48;   0.00;  42.24
0319001000000005001;2012-02-22;18:30:00  ;5067;  40.92;   0.00;  41.28
0319001000000005001;2012-02-22;18:45:00  ;5068;  40.08;   0.00;  40.08
0319001000000005001;2012-02-22;19:00:00  ;5069;  39.60;   0.00;  38.88
0319001000000005001;2012-02-22;19:15:00  ;5070;  44.28;   0.00;  43.20
0319001000000005001;2012-02-22;19:30:00  ;5071;  44.52;   0.00;  43.20
0319001000000005001;2012-02-22;19:45:00  ;5072;  45.48;   0.00;  44.52
0319001000000005001;2012-02-22;20:00:00  ;5073;  45.12;   0.00;  44.76
0319001000000005001;2012-02-22;20:15:00  ;5074;  41.88;   0.00;  40.56
0319001000000005001;2012-02-22;20:30:00  ;5075;  43.20;   0.00;  42.48
0319001000000005001;2012-02-22;20:45:00  ;5076;  42.24;   0.00;  41.88
0319001000000005001;2012-02-22;21:00:00  ;5077;  39.96;   0.00;  38.64
0319001000000005001;2012-02-22;21:15:00  ;5078;  45.48;   0.00;  45.60
0319001000000005001;2012-02-22;21:30:00  ;5079;  47.64;   0.00;  46.80
0319001000000005001;2012-02-22;21:45:00  ;5080;  46.20;   0.00;  45.84
0319001000000005001;2012-02-22;22:00:00  ;5081;  45.84;   0.00;  45.12
0319001000000005001;2012-02-22;22:15:00  ;5082;  47.76;   0.00;  45.72
0319001000000005001;2012-02-22;22:30:00  ;5083;  47.16;   0.00;  46.20
0319001000000005001;2012-02-22;22:45:00  ;5084;  44.28;   0.00;  45.24
0319001000000005001;2012-02-22;23:00:00  ;5085;  39.24;   0.00;  39.00
0319001000000005001;2012-02-22;23:15:00  ;5086;  38.88;   0.00;  37.80
0319001000000005001;2012-02-22;23:30:00  ;5087;  38.28;   0.00;  37.20
0319001000000005001;2012-02-22;23:45:00  ;5088;  41.04;   0.00;  39.96
0319001000000005001;2012-02-23;00:00:00  ;5089;  43.32;   0.00;  43.20
0319001000000005001;2012-02-23;00:15:00  ;5090;  45.96;   0.00;  45.24
0319001000000005001;2012-02-23;00:30:00  ;5091;  47.52;   0.00;  47.52
0319001000000005001;2012-02-23;00:45:00  ;5092;  49.08;   0.00;  49.20
0319001000000005001;2012-02-23;01:00:00  ;5093;  45.36;   0.00;  45.24
0319001000000005001;2012-02-23;01:15:00  ;5094;  40.56;   0.00;  39.48
0319001000000005001;2012-02-23;01:30:00  ;5095;  41.28;   0.00;  39.36
0319001000000005001;2012-02-23;01:45:00  ;5096;  42.36;   0.00;  41.88
0319001000000005001;2012-02-23;02:00:00  ;5097;  45.48;   0.00;  44.64
0319001000000005001;2012-02-23;02:15:00  ;5098;  47.40;   0.00;  46.44
0319001000000005001;2012-02-23;02:30:00  ;5099;  45.00;   0.00;  44.28
0319001000000005001;2012-02-23;02:45:00  ;5100;  43.92;   0.00;  42.84
0319001000000005001;2012-02-23;03:00:00  ;5101;  46.44;   0.00;  46.20
0319001000000005001;2012-02-23;03:15:00  ;5102;  42.48;   0.00;  42.00
0319001000000005001;2012-02-23;03:30:00  ;5103;  35.88;   0.00;  36.12
0319001000000005001;2012-02-23;03:45:00  ;5104;  38.04;   0.00;  38.40
0319001000000005001;2012-02-23;04:00:00  ;5105;  38.88;   0.00;  39.00
0319001000000005001;2012-02-23;04:15:00  ;5106;  45.36;   0.00;  45.24
0319001000000005001;2012-02-23;04:30:00  ;5107;  41.04;   0.00;  40.92
0319001000000005001;2012-02-23;04:45:00  ;5108;  38.88;   0.00;  38.28
0319001000000005001;2012-02-23;05:00:00  ;5109;  38.76;   0.00;  38.52
0319001000000005001;2012-02-23;05:15:00  ;5110;  42.72;   0.00;  41.16
0319001000000005001;2012-02-23;05:30:00  ;5111;  44.28;   0.00;  42.84
0319001000000005001;2012-02-23;05:45:00  ;5112;  41.76;   0.00;  41.04
0319001000000005001;2012-02-23;06:00:00  ;5113;  42.96;   0.00;  41.76
0319001000000005001;2012-02-23;06:15:00  ;5114;  38.28;   0.00;  39.00
0319001000000005001;2012-02-23;06:30:00  ;5115;  35.76;   0.00;  35.04
0319001000000005001;2012-02-23;06:45:00  ;5116;  39.24;   0.00;  39.24
0319001000000005001;2012-02-23;07:00:00  ;5117;  38.40;   0.00;  38.16
0319001000000005001;2012-02-23;07:15:00  ;5118;  40.56;   0.00;  39.12
0319001000000005001;2012-02-23;07:30:00  ;5119;  38.52;   0.00;  37.32
0319001000000005001;2012-02-23;07:45:00  ;5120;  36.24;   0.00;  35.76
0319001000000005001;2012-02-23;08:00:00  ;5121;  37.68;   0.00;  37.92
0319001000000005001;2012-02-23;08:15:00  ;5122;  41.16;   0.00;  42.36
0319001000000005001;2012-02-23;08:30:00  ;5123;  47.16;   0.00;  46.08
0319001000000005001;2012-02-23;08:45:00  ;5124;  44.64;   0.00;  42.84
0319001000000005001;2012-02-23;09:00:00  ;5125;  42.00;   0.00;  40.32
0319001000000005001;2012-02-23;09:15:00  ;5126;  41.76;   0.00;  41.52
0319001000000005001;2012-02-23;09:30:00  ;5127;  43.68;   0.00;  42.00
0319001000000005001;2012-02-23;09:45:00  ;5128;  42.60;   0.00;  40.56
0319001000000005001;2012-02-23;10:00:00  ;5129;  44.16;   0.00;  43.08
0319001000000005001;2012-02-23;10:15:00  ;5130;  41.16;   0.00;  40.20
0319001000000005001;2012-02-23;10:30:00  ;5131;  41.76;   0.00;  40.80
0319001000000005001;2012-02-23;10:45:00  ;5132;  41.64;   0.00;  41.16
0319001000000005001;2012-02-23;11:00:00  ;5133;  41.52;   0.00;  41.04
0319001000000005001;2012-02-23;11:15:00  ;5134;  35.40;   0.00;  34.56
0319001000000005001;2012-02-23;11:30:00  ;5135;  39.48;   0.00;  38.40
0319001000000005001;2012-02-23;11:45:00  ;5136;  36.36;   0.00;  36.36
0319001000000005001;2012-02-23;12:00:00  ;5137;  32.28;   0.00;  31.92
0319001000000005001;2012-02-23;12:15:00  ;5138;  42.60;   0.00;  43.80
0319001000000005001;2012-02-23;12:30:00  ;5139;  37.68;   0.00;  36.60
0319001000000005001;2012-02-23;12:45:00  ;5140;  44.76;   0.00;  44.16
0319001000000005001;2012-02-23;13:00:00  ;5141;  42.60;   0.00;  42.68
0319001000000005001;2012-02-23;13:15:00  ;5142;  44.52;   0.00;  44.16
0319001000000005001;2012-02-23;13:30:00  ;5143;  36.00;   0.00;  35.04
0319001000000005001;2012-02-23;13:45:00  ;5144;  40.38;   0.00;  39.90
0319001000000005001;2012-02-23;14:00:00  ;5145;  39.96;   0.00;  39.24
0319001000000005001;2012-02-23;14:15:00  ;5146;  36.36;   0.00;  36.12
0319001000000005001;2012-02-23;14:30:00  ;5147;  39.96;   0.00;  39.12
0319001000000005001;2012-02-23;14:45:00  ;5148;  43.80;   0.00;  42.72
0319001000000005001;2012-02-23;15:00:00  ;5149;  44.40;   0.00;  43.44
0319001000000005001;2012-02-23;15:15:00  ;5150;  43.20;   0.00;  43.68
0319001000000005001;2012-02-23;15:30:00  ;5151;  36.72;   0.00;  36.24
0319001000000005001;2012-02-23;15:45:00  ;5152;  36.48;   0.00;  35.28
0319001000000005001;2012-02-23;16:00:00  ;5153;  31.56;   0.00;  29.88
0319001000000005001;2012-02-23;16:15:00  ;5154;  40.80;   0.00;  40.44
0319001000000005001;2012-02-23;16:30:00  ;5155;  40.92;   0.00;  39.36
0319001000000005001;2012-02-23;16:45:00  ;5156;  41.64;   0.00;  41.28
0319001000000005001;2012-02-23;17:00:00  ;5157;  44.16;   0.00;  43.44
0319001000000005001;2012-02-23;17:15:00  ;5158;  41.88;   0.00;  42.00
0319001000000005001;2012-02-23;17:30:00  ;5159;  46.68;   0.00;  46.32
0319001000000005001;2012-02-23;17:45:00  ;5160;  45.12;   0.00;  45.12
0319001000000005001;2012-02-23;18:00:00  ;5161;  43.56;   0.00;  43.20
0319001000000005001;2012-02-23;18:15:00  ;5162;  46.80;   0.00;  46.80
0319001000000005001;2012-02-23;18:30:00  ;5163;  46.08;   0.00;  44.88
0319001000000005001;2012-02-23;18:45:00  ;5164;  45.84;   0.00;  45.24
0319001000000005001;2012-02-23;19:00:00  ;5165;  42.72;   0.00;  42.36
0319001000000005001;2012-02-23;19:15:00  ;5166;  41.88;   0.00;  40.68
0319001000000005001;2012-02-23;19:30:00  ;5167;  38.64;   0.00;  37.44
0319001000000005001;2012-02-23;19:45:00  ;5168;  41.52;   0.00;  41.04
0319001000000005001;2012-02-23;20:00:00  ;5169;  39.12;   0.00;  38.28
0319001000000005001;2012-02-23;20:15:00  ;5170;  42.72;   0.00;  42.36
0319001000000005001;2012-02-23;20:30:00  ;5171;  40.32;   0.00;  39.72
0319001000000005001;2012-02-23;20:45:00  ;5172;  38.76;   0.00;  37.92
0319001000000005001;2012-02-23;21:00:00  ;5173;  45.28;   0.00;  44.76
0319001000000005001;2012-02-23;21:15:00  ;5174;  43.08;   0.00;  42.60
0319001000000005001;2012-02-23;21:30:00  ;5175;  46.60;   0.00;  46.28
0319001000000005001;2012-02-23;21:45:00  ;5176;  45.12;   0.00;  44.28
0319001000000005001;2012-02-23;22:00:00  ;5177;  47.88;   0.00;  47.76
0319001000000005001;2012-02-23;22:15:00  ;5178;  43.32;   0.00;  42.48
0319001000000005001;2012-02-23;22:30:00  ;5179;  46.08;   0.00;  45.12
0319001000000005001;2012-02-23;22:45:00  ;5180;  36.12;   0.00;  35.28
0319001000000005001;2012-02-23;23:00:00  ;5181;  32.28;   0.00;  31.44
0319001000000005001;2012-02-23;23:15:00  ;5182;  33.12;   0.00;  31.92
0319001000000005001;2012-02-23;23:30:00  ;5183;  34.56;   0.00;  33.72
0319001000000005001;2012-02-23;23:45:00  ;5184;  42.72;   0.00;  41.28
0319001000000005001;2012-02-24;00:00:00  ;5185;  37.32;   0.00;  36.84
0319001000000005001;2012-02-24;00:15:00  ;5186;  40.56;   0.00;  39.60
0319001000000005001;2012-02-24;00:30:00  ;5187;  39.24;   0.00;  38.52
0319001000000005001;2012-02-24;00:45:00  ;5188;  45.60;   0.00;  44.52
0319001000000005001;2012-02-24;01:00:00  ;5189;  43.32;   0.00;  42.36
0319001000000005001;2012-02-24;01:15:00  ;5190;  45.96;   0.00;  45.12
0319001000000005001;2012-02-24;01:30:00  ;5191;  42.00;   0.00;  40.44
0319001000000005001;2012-02-24;01:45:00  ;5192;  43.92;   0.00;  43.68
0319001000000005001;2012-02-24;02:00:00  ;5193;  44.28;   0.00;  43.32
0319001000000005001;2012-02-24;02:15:00  ;5194;  40.68;   0.00;  39.72
0319001000000005001;2012-02-24;02:30:00  ;5195;  41.28;   0.00;  40.44
0319001000000005001;2012-02-24;02:45:00  ;5196;  51.60;   0.00;  52.08
0319001000000005001;2012-02-24;03:00:00  ;5197;  50.16;   0.00;  50.04
0319001000000005001;2012-02-24;03:15:00  ;5198;  46.80;   0.00;  46.44
